comment_no,nicname,date,comment
85408,김루나,2023-07-05T17:18:00,네
85407,운동중독,2023-07-05T17:17:00,그럼 제가 전생을 기억한다는걸 믿으시는거에요? 진짜로?
85406,김루나,2023-07-05T17:17:00,제가 무리수 둔거라구한거예요!
85405,운동중독,2023-07-05T17:17:00,무리수라며 비아냥거렸잖아요
85404,김루나,2023-07-05T17:16:00,저 믿는다구 했는뎅!
85403,운동중독,2023-07-05T17:16:00,루나님 얼굴도 모르는 사람이지만 누군가의 진심으로 놀리는건 나쁜겁니다 그것만 아세요.
85402,운동중독,2023-07-05T17:15:00,오늘도 이렇게 상처만 받네요. 누군가는 제말을 믿어주길 바랬어요.
85400,운동중독,2023-07-05T17:14:00,친한친구에게 말했다가 미쳤냐는 소리도 듣고 했습니다...
85399,운동중독,2023-07-05T17:13:00,전생을 기억하는 사람들의 고충을 잘 보여주는 드라마 같아서... 너무 공감가는 드라마라 열심히 보고 있습니다
85398,운동중독,2023-07-05T17:12:00,네?
85397,김루나,2023-07-05T17:11:00,hoxy ...
85396,운동중독,2023-07-05T17:07:00,역시 안믿으시는구요? 저는 진짜로 믿었는데... 저는 전생에 삼성전자 풀매수 했는데 지금쯤 제 아들은 부자가 되어있겠어요... 가서 달라고 하고 싶네요
85395,김루나,2023-07-05T17:05:00,죄송해요 너무 무리수 뒀네요
85394,김루나,2023-07-05T17:04:00,아니요...믿으실진모르겠지만 전 분신술이 가능해요 특이한건 사물로 변신가능하다는거죠
85393,운동중독,2023-07-05T17:02:00,혹시 루나님께서도 전생을 기억하시나요...
85392,드래곤74,2023-07-05T17:02:00,원조 캐피탈 사자역으로 나오는 배우 이름 아시는분 답변 부탁드려요
85391,Heyhheyhey,2023-07-05T17:01:00,삭제된 메시지입니다.
85390,김루나,2023-07-05T17:01:00,전 믿어요
85389,운동중독,2023-07-05T17:00:00,못믿으시겠지만 사실입니다 저는 전생을 기억합니다
85388,추억중독자,2023-07-05T17:00:00,그랬군요ㅋㅋㅋㅋ
85387,추억중독자,2023-07-05T17:00:00,극
85386,추억중독자,2023-07-05T17:00:00,아...
85385,김루나,2023-07-05T16:59:00,아뇨 이시우분은 비서역 동구배우 동생역으로 나와요
85383,아프란시,2023-07-05T16:57:00,"알죠 ㅋㅋ
이럴땐 짤로 때웁니다 ㅋㅋ"
85382,김루나,2023-07-05T16:57:00,네? 아녜요 전 운동중독님께 장난한번쳐보려구 그랬궁 다른분이 먼저 대답하셨길래 ㅋㅋ
85380,아프란시,2023-07-05T16:56:00,사실 답글 달아드리러다 루나님 글 보고 아...아닌가 했는데 죄송해요 ㅎㅎ
85379,김루나,2023-07-05T16:55:00,이거 가져오는동안 이미 관심을 주셨넹 ㅜ
85378,아프란시,2023-07-05T16:55:00,이런말 하면 믿으실진 모르겠지만... 저도 전생을 기억하는 사람입니다. 이런류의 드라마를 보면서 드는 생각인데 저도 전생에 개입하고 샆은 순간이 한두번이 아닌데 정말 개입하면 무슨일이 생길까하고 무섭습니다.
85376,추억중독자,2023-07-05T16:53:00,이시우가 그 무당 방울 갖고있는 사람인가요?
85375,추억중독자,2023-07-05T16:53:00,운동중독님 병원가보시길....
85374,운동중독,2023-07-05T16:49:00,이런말 하면 믿으실진 모르겠지만... 저도 전생을 기억하는 사람입니다. 이런류의 드라마를 보면서 드는 생각인데 저도 전생에 개입하고 샆은 순간이 한두번이 아닌데 정말 개입하면 무슨일이 생길까하고 무섭습니다.
85373,tyfdhuyn,2023-07-05T16:46:00,이시우..대박.. 완전 다른 사람인줄..종이달 보고 그리 욕했는데 같은 사람이었다니
85372,써니,2023-07-05T16:24:00,내일부터 TVN 드라마 채널에서 철인왕후 재방 시작하는데 저녁시간 스트레스풀고 배꼽잡게 웃을수있는 철인왕후 보면서 이생잘 기다려보자고요. ㅎㅎ
85370,써니,2023-07-05T15:21:00,재미없겠지? 하고 넷플에서 보다가 푹 빠졌어요.1화부터 이렇게 재밌는 드라마 오랜만인것 같아요.
85369,abd,2023-07-05T15:09:00,오늘 인스타에 이생잘보는거 올렸어요.. 팔로워 1120명밖에 안되지만...이렇게라도 홍보하는게 조금이라도 도움이될까해서.....
85368,아프란시,2023-07-05T15:02:00,오! 떡밥이닷! 감사 ㅎㅎ
85367,아프란시,2023-07-05T14:52:00,tvn 드라마 공식트위터 뉴 비하인드스틸
85355,아프란시,2023-07-05T14:26:00,원작팬이지만 드라마는 드라마로써 따로 즐기려고 합니다.
85354,son,2023-07-05T14:20:00,피디..웹툰를 보긴하고 만든건지...음악도 겉돌고...에휴
85353,아프란시,2023-07-05T14:13:00,전반부는 스토리 설명이 많았으니 7화부터 본격 진행 기대합니다.🥰
85352,김루나,2023-07-05T14:00:00,1~4회까지 재밌었고 5~6회는 좀 별로였지만 7회부터 다시 재밌어질거같아요 > <
85351,뚜루국막뚝,2023-07-05T13:41:00,재밌어지는 부분은 몇 화부터인가요
85350,판금갑옷,2023-07-05T13:17:00,PD의 중요성을 다시 한번 일깨워주는 드라마.
85349,초이스,2023-07-05T13:05:00,안보현님 찰떡연기너무 좋습니다화이팅입니다~~
85348,아프란시,2023-07-05T12:07:00,"12부작으로 짧다보니 계속 철벽으로 하면 진도가 안나갈듯 합니다.
분량상 어쩔 수 없지요"
85347,주블리,2023-07-05T11:59:00,원작을 안봤지만 안보현님 신혜선님 너무 좋은데요.. ❤️❤️❤️❤️ 잘 보고 있습니다 화이팅
85346,구몽,2023-07-05T11:14:00,원래 문서하는 철벽 그 자체인데 안보현님이 이런 역할을 잘 못하시는듯 ㅠㅠ 너무 어색해여
85345,딸기,2023-07-05T10:30:00,한번보고 빠져들었네요 ㅎㅎ
85344,히히도이,2023-07-05T10:09:00,시청률아 얼른 더더 올라라
85343,히히도이,2023-07-05T10:08:00,이게 킹더랜드보다 훨씬 재밌는데ㅠㅠ
85342,Plmqaz,2023-07-05T09:59:00,이생잘 식구들 모두 좋은하루🥰
85341,Plmqaz,2023-07-05T09:59:00,바다에 왔는데 이곳에는 날씨가 예술이네요.푸른바다보고 힐링하세요.ㅎㅎ
85339,Plmqaz,2023-07-05T09:59:00,돈많은 재수탱 친구 입모양도 재수탱
85338,Plmqaz,2023-07-05T09:58:00,클린봇이 부적절한 표현을 감지했습니다.
85337,아프란시,2023-07-05T08:52:00,네 사람에 따라 다를수도 있죠 ㅎㅎ
85336,엥,2023-07-05T08:47:00,다르기도 하고 연기못한다는 말이에요 ㅎㅎ 맘에들어 다행이네욤^^
85332,in,2023-07-05T08:07:00,저도 하비서님 좋아요~ 잘 어울림 ^^
85331,하스돕돕,2023-07-05T08:07:00,오늘도 잘 부탁해~🍀이번 생도 잘 부탁해~🍀
85330,아프란시,2023-07-05T07:51:00,"전 귀여워서 좋던데요? 웹툰과 좀 다르다는건 기호의 차이일수도 있고요.
드라마에서 캐릭터성 전 맘에 들어요.
다르다는게 구리다와 같지는 않은듯 해요"
85329,말괄량이,2023-07-05T01:50:00,애경이 죽으면 어째 ㅠㅠ 안돼에에에 ㅠㅠ
85328,말괄량이,2023-07-05T01:48:00,오.. 나사리해변 나오네.. 아.. 유명해지면 힘든데...
85327,엥,2023-07-05T01:41:00,하비서님 연기 너무 구려요 웹툰 보셨나요...? 이미지 다르면 연기라도 참고해주세요
85326,수경,2023-07-05T01:28:00,최고예요
85325,soo,2023-07-05T00:27:00,간만에 드라마 기다려지는게 설레네
85324,슬또,2023-07-04T23:43:00,저두요ㅠㅠ 먼저 하늘나라 간 가족이 돌아와서 남은 사람들과 만난다는 거 자체가 눈물이 펑펑 나네요 ㅠㅠ
85323,kin,2023-07-04T23:31:00,졸잼이네요
85322,베이지,2023-07-04T23:20:00,잼나요
85321,림블,2023-07-04T23:19:00,너무 재밌어여
85320,류리,2023-07-04T23:19:00,아줌마는 어떻게 주원일 알아보죠 환생한건데 다른사람인데
85319,신은경,2023-07-04T23:18:00,56부작
85318,구원,2023-07-04T23:17:00,12부작이네 아쉽네
85317,춘자,2023-07-04T23:04:00,여주인공이  신고나온 흰색로퍼 ...혹시 어디걸까요?
85316,분홍신,2023-07-04T22:58:00,뒤늦게 1회보고 몰아 봤네요 너무너무 잼난데 시청률이 생각보다 안나오네요ㅜㅜ
85315,MTT.,2023-07-04T22:54:00,와 대단하네요
85314,서리린,2023-07-04T22:42:00,46회부터 민기 나오는거같아요 감사합니다
85313,여유롭게살자,2023-07-04T22:40:00,근데 이보영도 그럼 계속 전생을 기억하는건가
85312,dyk,2023-07-04T22:37:00,웹툰 대충 40~50화 정도 되는거 같아요
85311,구구,2023-07-04T22:34:00,긴가민가해서 봤는데 한번에 6화까지 다봤네 왜케 슬프지 ㅠㅠ 눈물 펑펑 드라마 ㅠㅠ
85310,서리린,2023-07-04T22:33:00,지금나온대까지 웹툰몇화인진 모르져ㅠㅠ
85309,복땡이맘,2023-07-04T22:28:00,너무 재밌게 잘보고 있어요~~
85308,syk,2023-07-04T22:24:00,무슨역활인가요
85307,syk,2023-07-04T22:24:00,민기는ㅁ
85306,보,2023-07-04T22:16:00,재미있어요 ㅋㅋ
85305,김지섭,2023-07-04T22:14:00,너무잼나요ㅋ
85304,김지섭님 에게 답장공식참여자,2023-07-04T22:13:00,네
85302,김지섭,2023-07-04T22:12:00,한나가 보영띠 환생이쥬?
85301,보,2023-07-04T22:11:00,안보현 인스타에 헬스장에서 찍은상반신 사진 진짜 최고
85299,hxx,2023-07-04T22:11:00,와… 진짜!
85298,보,2023-07-04T22:10:00,연예인중 몸은 젤 좋은것같아요복근 삼각근 이두ㄷㄷㄷ
85297,hxx,2023-07-04T22:10:00,저는 그 기럭지에 녹아 없어졌죠.. ㄷㄷㄷ
85296,보,2023-07-04T22:10:00,몸매는 더 ㄷㄷㄷ
85295,hxx,2023-07-04T22:09:00,그쵸 그쵸!!
85294,김지섭,2023-07-04T22:09:00,쇼츠로 보다 졸잼이라 봣는데 ㅈㄴ 재미지네요
85292,보님 에게 답장공식참여자,2023-07-04T22:09:00,그쵸.. 너무 존잘탱..
85291,hxx,2023-07-04T22:09:00,서하 지음 초원 도윤 애경이 보는 재미로 일주일 보내고 있어요..
85290,보,2023-07-04T22:08:00,안보현 존잘
85289,보,2023-07-04T22:08:00,재미있어요♡
85287,MTT.,2023-07-04T22:07:00,완전
85286,프로차단러,2023-07-04T22:05:00,갹가갹아악 존잼
85285,hxx,2023-07-04T22:04:00,진짜 넘 잼나는데 ㅠㅠ
85284,흑두,2023-07-04T21:58:00,재밋는데 왜그래
85281,냐영,2023-07-04T21:53:00,여긴 톡방도 망했구나 ㅋㅋㅋㅋㅋㅋ
85279,컬러노트,2023-07-04T21:31:00,재벌집 막내아들에서는 송중기였는데 역변이네
85278,MTT.,2023-07-04T21:25:00,ㅎㅎㅎ
85275,이세상은 내세상,2023-07-04T21:23:00,안보현♡♡♡♡
85274,제니퍼,2023-07-04T21:22:00,너무재밌어요!
85273,MTT.,2023-07-04T21:19:00,네 6살 차이인 듯 합니다
85272,MTT.,2023-07-04T21:18:00,티빙이랑 넷플에서 보실 수 있어요
85271,껌쥔장,2023-07-04T21:17:00,넷플릭스에 있어요~
85270,쉿,2023-07-04T21:14:00,왓챠에서 볼 수 있나요?
85269,쉿,2023-07-04T21:14:00,혹시 이거 어디서 보나요
85268,wjd,2023-07-04T21:09:00,지금 3회 보는중인데.. 극중나이들이 어떻게 되는건지그럼 반지음은 전생에서  죽고 바로 환생했으니 초원이보다 대략 5~6살 어린건가요?
85267,MTT.,2023-07-04T20:51:00,감동과 재미가 있는 드라마죠 ㅋ
85266,껌쥔장,2023-07-04T20:48:00,이제 3회차 보는데 눈물샘 장착해야하는군요..
85265,MTT.,2023-07-04T20:47:00,"좋은 드라마라는 데 저도 같은 생각입니다
인생의 의미도 돌아보게 하더라고요
앞으로 어떻게 살아가야할지 생각하게 하는"
85263,아프란시,2023-07-04T20:45:00,"눈물샘은 충분하시죠? ㅎㅎ
드라마 보시는 안목이 있으십니다"
85262,껌쥔장,2023-07-04T20:44:00,좋은드라마 뒤늦게 입덕했습니다.
85261,MTT.,2023-07-04T20:19:00,그러게요 재밌어서 더 올라갈 것 같긴 한데 이생잘은 동시간 작품들이 너무 많네요
85260,아프란시,2023-07-04T20:19:00,"아쉽지만 팬덤의 규모만 봐도 예견된 일이지요.
영상미와 연기로 이 드라마가 맘에 와닿는다면 이 드라마는 충분하다  생각해요 ㅎㅎ"
85259,sxs,2023-07-04T20:18:00,킹더는 10퍼던데 이번생 아쉽긴 하네
85258,MTT.,2023-07-04T20:15:00,지나가는 게 ㅋ
85257,MTT.,2023-07-04T20:15:00,12화라 한 화 한 화가 아깝다고 느껴질 정도에요
85256,MTT.,2023-07-04T20:14:00,ㅎㅎㅎ 네네 기대가 되네요
85254,아프란시,2023-07-04T20:12:00,일단 키스씬 두개는 확보인데...원작 특성상 중반이후 15세 이상 관람가 진행이 아주 많은걸로...ㅋㅋㅋ
85253,MTT.,2023-07-04T20:10:00,7화에서는 로맨스 진도 좀 나가길 ㅋ
85251,대수신,2023-07-04T20:09:00,이번생은 완성도 최고판타지 드라마임당~👍👍
85246,대수신,2023-07-04T20:06:00,역쉬~~👍👍판타지 드라마는 최고~^^
85245,(🎀ᴗˬᴗ)님 에게 답장공식참여자,2023-07-04T20:04:00,"충분히 저러실수 있다 생각합니다.
그러니 충분히 설명하면 돼요"
85244,아프란시,2023-07-04T20:04:00,괜찮습니다 ㅎㅎ
85243,아프란시,2023-07-04T20:04:00,끝난 얘기예요
85241,(🎀ᴗˬᴗ),2023-07-04T20:03:00,지랄 다데꼬와바
85236,대수신,2023-07-04T20:02:00,ㅋ ㅋㅋ~~^^💚💖
85235,MTT.,2023-07-04T20:02:00,지난 화에서는 눈물이 많이 나더라고요
85234,아프란시,2023-07-04T20:01:00,"아하! 간단한 이치인데
클 깨달음!"
85232,대수신,2023-07-04T20:00:00,눈물이 나시면 그냥~~흘리세요~그럼~눈이 맑아져요~^^
85229,아프란시,2023-07-04T19:59:00,자꾸 눈물샘 자극해서 힘들다요
85226,대수신,2023-07-04T19:58:00,이번생 너무너무~~재미난다여~~^^👍👍👍
85219,대수신님 에게 답장공식참여자,2023-07-04T19:54:00,어이쿠! 이건 많이 치입니다
85218,아프란시,2023-07-04T19:54:00,넵 그러게요.ㅈㅔ가 생각이 복잡해서 뭔가 엄청난 발언을 해버림요 ㅋㅋ
85216,대수신,2023-07-04T19:53:00,"아니 혜선씨  말고요
나쁜일은 던져버리고~
좋은 일만 가지시라는
뜻 이였어요~~^^💚💖"
85215,아프란시,2023-07-04T19:52:00,뒷모습으로도 설레이게 하다니
85214,아프란시,2023-07-04T19:52:00,이사진 너무 치입니다
85212,아프란시,2023-07-04T19:49:00,"나쁜 건 던져버리고~~
좋은 건만 가지세요~^^"
85211,대수신,2023-07-04T19:47:00,언제나 팟팅하세요~^^
85210,아프란시,2023-07-04T19:47:00,삭제된 메시지입니다.
85209,MTT.,2023-07-04T19:47:00,얼른 이 상황이 마무리되면 좋겠어요
85208,MTT.,2023-07-04T19:47:00,주말아 어서와
85207,대수신,2023-07-04T19:46:00,"나쁜 건 던져버리고~~
좋은 건만 가지세요~^^"
85206,아프란시,2023-07-04T19:46:00,"그런것 같아요
빨리 보고싶어요"
85205,MTT.,2023-07-04T19:45:00,저 분장으로 꿈에서 나오는 장면 찍었겠죠?
85204,MTT.,2023-07-04T19:43:00,항상 감사합니다 대수신님
85203,하스돕돕,2023-07-04T19:43:00,즐방 재방 하세요 ~ 🍀
85202,아프란시,2023-07-04T19:43:00,대수신님의 안구정화 시간이군요
85201,MTT.,2023-07-04T19:42:00,화이팅팅팅
85200,대수신,2023-07-04T19:42:00,시청률 고공행진 하자요~~^^🙏🙏🙏
85199,아프란시,2023-07-04T19:42:00,사과의 의미로. 사극의 혜선님을..
85196,kin,2023-07-04T19:42:00,이번생 기다리며~ 비오는 저녁 다시보기와 재방을 보신다년 즐방 하세여
85195,아프란시,2023-07-04T19:42:00,삭제된 메시지입니다.
85194,하스돕돕,2023-07-04T19:41:00,즐거운 시간 ~ 🍀
85193,MTT.,2023-07-04T19:41:00,네네 우리끼리는 즐거운 시간 보내야죠
85192,하스돕돕,2023-07-04T19:41:00,그러게요 ~ 매번 설명 하는 것도 힘들어요 ~
85191,아프란시,2023-07-04T19:41:00,그리고 그사람들 없거나 도발이 심하지 않을때는 두고보죠
85190,Lovelysh,2023-07-04T19:40:00,매번 설명하기도 힘드실테니까요
85189,MTT.,2023-07-04T19:40:00,아프란시님 진짜 👍
85188,kin,2023-07-04T19:40:00,그리고 잘못을 하시분은~~사과하시고 사이좋게 지내자요~~^^💚💖
85186,kin,2023-07-04T19:40:00,아프란시님~ 고마울 마음 갖고 있네여
85185,Lovelysh,2023-07-04T19:40:00,그게 좋을듯합니다
85184,Oo,2023-07-04T19:40:00,그건 괜찮네요
85183,하스돕돕,2023-07-04T19:40:00,와~
85182,아프란시,2023-07-04T19:40:00,설명 만들어 놓을게요
85181,아프란시,2023-07-04T19:39:00,근데 다른분들이 모르실수 있으니 제가 이런때를 대비해서
85180,하스돕돕,2023-07-04T19:39:00,시청률 많이 올라갔으면 좋겠네요~ 럭키세븐 🍀
85179,아프란시,2023-07-04T19:39:00,설명했습니다.
85178,하스돕돕,2023-07-04T19:39:00,본방사수 해요~ 다같이
85177,아프란시,2023-07-04T19:39:00,네
85176,Oo,2023-07-04T19:39:00,이야기 꺼내실거같으면 드라마 얘기 나눌분들은 오픈톡방 들어오라고 해주시던가 아니면 예고라도
85175,kin,2023-07-04T19:38:00,이번생 잼나게 즐깁시당~~^^💚💚💖💖
85173,kin,2023-07-04T19:38:00,삭제된 메시지입니다.
85172,아프란시,2023-07-04T19:38:00,대응 크게 안할겁니다
85171,아프란시,2023-07-04T19:37:00,일단 저희는 그둘의 도발만 아니면
85169,Oo,2023-07-04T19:37:00,저도 그랬으니깐요
85168,Oo,2023-07-04T19:37:00,그런 이야기 하시기전에라도 오픈톡 보내주세요
85166,MTT.,2023-07-04T19:37:00,방가영~^^👋👋💚💖
